Source,Month of Year,Device Category,Ad Content,Sessions,Users,New Users,Pageviews,Session Duration,Calculated AToS
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1559Branded.300,8,8,8,11,438,0.005069444
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1559Branded.728,8,7,7,8,0,0
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.160,8,8,8,8,0,0
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,16,16,16,20,584,0.006759259
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,5,4,4,5,0,0
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160,10,8,8,10,67,0.000775463
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,7,7,7,7,121,0.001400463
WebMD,202107,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728,4,4,4,4,18,0.000208333
WebMD,202107,mobile,AudienceSDOnly.NU1559Branded.300,40,36,35,50,1352,0.015648148
WebMD,202107,mobile,AudienceSDOnly.NU1623Unbranded50.300,27,26,25,31,393,0.004548611
WebMD,202107,mobile,AudienceSDOnly.NU1624UnbrandedSymp.300,30,23,21,34,1878,0.021736111
WebMD,202107,mobile,AudienceSDOnly.NU1624UnbrandedSymp.320,3,3,3,3,0,0
WebMD,202107,mobile,NUMonographAV.NU1623Unbranded50.300,1,1,1,1,0,0
WebMD,202107,mobile,RotationalBannerSDConditionCenter.NU1559Branded.300,39,37,36,42,579,0.006701389
WebMD,202107,mobile,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,32,28,27,36,2883,0.033368056
WebMD,202107,mobile,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,31,28,28,40,1950,0.022569444
WebMD,202107,mobile,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.320,13,11,9,17,886,0.01025463
WebMD,202107,mobile,WebMDAudienceSDOnly.NU1623Unbranded50.300,3,1,1,1,0,0
WebMD,202107,tablet,AudienceSDOnly.NU1559Branded.160,1,1,1,1,0,0
WebMD,202107,tablet,AudienceSDOnly.NU1559Branded.300,4,4,4,4,0,0
WebMD,202107,tablet,AudienceSDOnly.NU1559Branded.728,8,8,7,8,0,0
WebMD,202107,tablet,AudienceSDOnly.NU1623Unbranded50.300,6,1,1,1,0,0
WebMD,202107,tablet,AudienceSDOnly.NU1624UnbrandedSymp.728,9,7,7,9,72,0.000833333
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1559Branded.160,2,2,2,3,8,9.25926E-05
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1559Branded.300,8,8,7,10,230,0.002662037
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1559Branded.728,2,2,2,3,1,1.15741E-05
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1623Unbranded50.160,2,2,2,2,0,0
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,4,4,4,4,0,0
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,1,1,1,1,0,0
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160,1,1,1,5,38,0.000439815
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,3,3,3,3,0,0
WebMD,202107,tablet,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728,6,6,6,7,29,0.000335648
Zeta,202107,desktop,SDPCrossix.NU1559Branded.160,25,25,24,245,1103,0.012766204
Zeta,202107,desktop,SDPCrossix.NU1559Branded.300,74,74,74,567,2364,0.027361111
Zeta,202107,desktop,SDPCrossix.NU1559Branded.728,34,34,34,347,1461,0.016909722
Zeta,202107,desktop,SDPCrossix.NU1623Unbranded50.160,19,19,19,23,104,0.001203704
Zeta,202107,desktop,SDPCrossix.NU1623Unbranded50.300,18,18,18,20,16,0.000185185
Zeta,202107,desktop,SDPCrossix.NU1623Unbranded50.728,28,28,28,30,65,0.000752315
Zeta,202107,desktop,SDPCrossix.NU1624UnbrandedSymp.160,21,21,21,25,113,0.00130787
Zeta,202107,desktop,SDPCrossix.NU1624UnbrandedSymp.300,29,29,29,30,68,0.000787037
Zeta,202107,desktop,SDPCrossix.NU1624UnbrandedSymp.320,46,46,46,49,81,0.0009375
Zeta,202107,desktop,SDPCrossix.NU1624UnbrandedSymp.728,28,28,28,29,29,0.000335648
Zeta,202107,desktop,SDPSwoop.NU1559Branded.160,8,8,8,81,413,0.004780093
Zeta,202107,desktop,SDPSwoop.NU1559Branded.300,22,22,22,206,901,0.010428241
Zeta,202107,desktop,SDPSwoop.NU1559Branded.728,19,18,18,213,934,0.010810185
Zeta,202107,desktop,SDPSwoop.NU1623Unbranded50.160,12,12,12,13,26,0.000300926
Zeta,202107,desktop,SDPSwoop.NU1623Unbranded50.300,12,12,12,12,0,0
Zeta,202107,desktop,SDPSwoop.NU1623Unbranded50.728,17,15,15,27,293,0.003391204
Zeta,202107,desktop,SDPSwoop.NU1624UnbrandedSymp.160,9,9,9,9,0,0
Zeta,202107,desktop,SDPSwoop.NU1624UnbrandedSymp.300,14,14,14,17,68,0.000787037
Zeta,202107,desktop,SDPSwoop.NU1624UnbrandedSymp.320,11,11,11,11,0,0
Zeta,202107,desktop,SDPSwoop.NU1624UnbrandedSymp.728,5,5,5,6,29,0.000335648
Zeta,202107,desktop,SDPSwoopAV.NU1559Branded.160,2,2,2,32,144,0.001666667
Zeta,202107,desktop,SDPSwoopAV.NU1559Branded.300,7,7,7,110,484,0.005601852
Zeta,202107,desktop,SDPSwoopAV.NU1559Branded.728,4,4,4,71,306,0.003541667
Zeta,202107,desktop,SDPSwoopAV.NU1623Unbranded50.160,3,3,3,4,41,0.000474537
Zeta,202107,desktop,SDPSwoopAV.NU1623Unbranded50.300,2,2,2,2,0,0
Zeta,202107,desktop,SDPSwoopAV.NU1623Unbranded50.728,2,2,2,2,0,0
Zeta,202107,desktop,SDPSwoopAV.NU1624UnbrandedSymp.160,2,2,2,2,0,0
Zeta,202107,desktop,SDPSwoopAV.NU1624UnbrandedSymp.320,4,4,4,5,26,0.000300926
Zeta,202107,desktop,SDPSwoopAV.NU1624UnbrandedSymp.728,5,5,5,6,41,0.000474537
Zeta,202107,mobile,SDPCrossix.NU1559Branded.300,5,5,5,6,0,0
Zeta,202107,mobile,SDPCrossix.NU1559Branded.728,6,6,6,8,0,0
Zeta,202107,mobile,SDPCrossix.NU1623Unbranded50.160,3,3,3,3,0,0
Zeta,202107,mobile,SDPCrossix.NU1623Unbranded50.300,9,8,7,9,65,0.000752315
Zeta,202107,mobile,SDPCrossix.NU1623Unbranded50.728,5,5,5,5,0,0
Zeta,202107,mobile,SDPCrossix.NU1624UnbrandedSymp.160,3,3,3,3,0,0
Zeta,202107,mobile,SDPCrossix.NU1624UnbrandedSymp.300,8,8,8,9,25,0.000289352
Zeta,202107,mobile,SDPCrossix.NU1624UnbrandedSymp.320,358,270,266,434,9455,0.10943287
Zeta,202107,mobile,SDPCrossix.NU1624UnbrandedSymp.728,2,2,2,2,0,0
Zeta,202107,mobile,SDPSwoop.NU1559Branded.300,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoop.NU1559Branded.728,4,4,4,4,0,0
Zeta,202107,mobile,SDPSwoop.NU1623Unbranded50.160,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoop.NU1623Unbranded50.300,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoop.NU1623Unbranded50.728,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoop.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoop.NU1624UnbrandedSymp.300,3,3,3,3,0,0
Zeta,202107,mobile,SDPSwoop.NU1624UnbrandedSymp.320,245,217,215,269,3470,0.040162037
Zeta,202107,mobile,SDPSwoop.NU1624UnbrandedSymp.728,2,2,2,2,0,0
Zeta,202107,mobile,SDPSwoopAV.NU1559Branded.300,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoopAV.NU1559Branded.728,1,1,1,1,0,0
Zeta,202107,mobile,SDPSwoopAV.NU1623Unbranded50.300,4,4,4,4,0,0
Zeta,202107,mobile,SDPSwoopAV.NU1623Unbranded50.728,2,2,2,2,0,0
Zeta,202107,mobile,SDPSwoopAV.NU1624UnbrandedSymp.300,4,4,4,7,35,0.000405093
Zeta,202107,mobile,SDPSwoopAV.NU1624UnbrandedSymp.320,21,18,18,22,199,0.002303241
Zeta,202107,tablet,SDPCrossix.NU1559Branded.160,1,1,1,1,0,0
Zeta,202107,tablet,SDPCrossix.NU1559Branded.728,2,2,2,2,0,0
Zeta,202107,tablet,SDPCrossix.NU1623Unbranded50.160,1,1,1,1,0,0
Zeta,202107,tablet,SDPCrossix.NU1623Unbranded50.728,4,4,4,4,5,5.78704E-05
Zeta,202107,tablet,SDPCrossix.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Zeta,202107,tablet,SDPCrossix.NU1624UnbrandedSymp.300,1,1,1,1,0,0
Zeta,202107,tablet,SDPCrossix.NU1624UnbrandedSymp.320,17,12,12,20,195,0.002256944
Zeta,202107,tablet,SDPSwoop.NU1624UnbrandedSymp.320,1,1,1,1,0,0
Zeta,202107,tablet,SDPSwoop.NU1624UnbrandedSymp.728,1,1,1,1,0,0
Zeta,202107,tablet,SDPSwoopAV.NU1624UnbrandedSymp.320,1,1,1,1,0,0
Acuity,202108,mobile,AcuityCrossixTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320,1,1,1,1,0,0
Acuity,202108,mobile,AcuityPropensityTargeting.Dermicool_SDP_DTP_Unbranded_Symptom.320,1,1,1,1,0,0
Aptus,202108,desktop,DistributionDTC.NU1623Unbranded50.300,21,19,19,23,3,3.47222E-05
Aptus,202108,desktop,DistributionDTC.NU1624UnbrandedSymp.300,17,15,15,23,116,0.001342593
Aptus,202108,desktop,DistributionDTC.NU1624UnbrandedSymp.320,89,78,77,90,266,0.003078704
Aptus,202108,desktop,DistributionDTC.NU1715.1,63,59,57,70,304,0.003518519
Aptus,202108,mobile,AptusDermicoolDistributionDTP.NU1825.320x50,1,1,1,1,0,0
Aptus,202108,mobile,AptusDermicoolLTCDTP.NU1545.320x50,5,1,0,2,0,0
Aptus,202108,mobile,AptusDermicoolLTCDTP.NU1546.300x250,1,1,1,1,0,0
Aptus,202108,mobile,AptusDermicoolRetailDTP.NU1714.300x250,10,4,2,10,0,0
Aptus,202108,mobile,AptusDermicoolRetailDTP.NU1716.300x250,2,2,2,2,0,0
Aptus,202108,mobile,DistributionDTC.NU1546.1,131,87,86,136,2341,0.027094907
Aptus,202108,mobile,DistributionDTC.NU1623Unbranded50.300,513,375,360,508,13071,0.151284722
Aptus,202108,mobile,DistributionDTC.NU1624UnbrandedSymp.300,434,376,365,489,9465,0.109548611
Aptus,202108,mobile,DistributionDTC.NU1624UnbrandedSymp.320,4927,3869,3806,5589,143401,1.659733796
Aptus,202108,mobile,DistributionDTC.NU1715.1,6522,5565,5476,7176,111551,1.291099537
Aptus,202108,tablet,DistributionDTC.NU1623Unbranded50.300,6,6,6,13,541,0.006261574
Aptus,202108,tablet,DistributionDTC.NU1624UnbrandedSymp.300,3,3,3,3,0,0
Aptus,202108,tablet,DistributionDTC.NU1624UnbrandedSymp.320,41,33,33,47,139,0.001608796
Aptus,202108,tablet,DistributionDTC.NU1715.1,40,31,31,47,863,0.009988426
Emodo,202108,desktop,SDAPP.NU1559Branded.300,3,2,1,3,0,0
Emodo,202108,desktop,SDAPP.NU1559Branded.728,3,2,2,3,0,0
Facebook,202108,desktop,FBNU1770.FBNU1770.1,16,8,4,31,1272,0.014722222
Facebook,202108,desktop,FBNU1795.FBNU1795.1,3,3,1,4,713,0.008252315
Facebook,202108,desktop,FBNU1796.FBNU1796.1,6,3,1,9,188,0.002175926
Facebook,202108,mobile,FBNU1770.FBNU1770.1,5903,3539,3503,4060,104647,1.21119213
Facebook,202108,mobile,FBNU1795.FBNU1795.1,213,210,206,225,1631,0.018877315
Facebook,202108,mobile,FBNU1796.FBNU1796.1,138,116,111,120,690,0.007986111
Facebook,202108,tablet,FBNU1770.FBNU1770.1,621,550,538,654,5929,0.068622685
Facebook,202108,tablet,FBNU1795.FBNU1795.1,84,76,69,92,492,0.005694444
Facebook,202108,tablet,FBNU1796.FBNU1796.1,28,27,25,29,152,0.001759259
GoodRx,202108,desktop,BSDermicool.NU1559Branded.160,1,1,0,1,0,0
GoodRx,202108,desktop,BSDermicool.NU1559Branded.728,1,1,1,2,1738,0.020115741
GoodRx,202108,desktop,BSDermicoolParkinsonDisease.NU1559Branded.160,4,4,4,5,70,0.000810185
GoodRx,202108,desktop,BSDermicoolQuetiapine.NU1559Branded.160,4,3,3,5,77,0.000891204
GoodRx,202108,desktop,BSDermicoolQuetiapine.NU1559Branded.728,5,4,4,5,0,0
GoodRx,202108,mobile,BSDermicoolSeroquel.NU1559Branded.300,1,1,1,1,0,0
GoodRx,202108,tablet,BSDermicoolParkinsonDisease.NU1559Branded.728,2,2,1,2,0,0
GoodRx,202108,tablet,BSDermicoolQuetiapine.NU1559Branded.160,1,1,1,1,0,0
GoodRx,202108,tablet,BSDermicoolQuetiapine.NU1559Branded.728,1,1,1,3,6,6.94444E-05
Healthline,202108,mobile,HealthlineContextualTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.300,1,1,1,1,0,0
HealthUnion,202108,desktop,ConditionCenter.NU1559Branded.160,4,4,3,7,275,0.00318287
HealthUnion,202108,desktop,ConditionCenter.NU1559Branded.300,5,4,3,8,595,0.006886574
HealthUnion,202108,desktop,ConditionCenter.NU1559Branded.728,2,2,2,2,0,0
HealthUnion,202108,desktop,ConditionCenter.NU1623Unbranded50.300,5,5,5,8,714,0.008263889
HealthUnion,202108,desktop,ConditionCenter.NU1624UnbrandedSymp.300,3,3,2,5,404,0.004675926
HealthUnion,202108,desktop,ConditionCenter.NU1624UnbrandedSymp.728,2,2,2,3,124,0.001435185
HealthUnion,202108,desktop,SDDisplay.NU1559Branded.300,1,1,1,1,0,0
HealthUnion,202108,desktop,SDDisplay.NU1624UnbrandedSymp.300,1,1,1,1,0,0
HealthUnion,202108,mobile,ConditionCenter.NU1559Branded.300,31,29,27,34,881,0.010196759
HealthUnion,202108,mobile,ConditionCenter.NU1623Unbranded50.300,19,18,16,34,3057,0.035381944
HealthUnion,202108,mobile,ConditionCenter.NU1624UnbrandedSymp.300,23,23,22,38,1152,0.013333333
HealthUnion,202108,mobile,ConditionCenter.NU1624UnbrandedSymp.320,3,1,0,3,0,0
HealthUnion,202108,mobile,SDDisplay.NU1559Branded.300,6,6,5,6,0,0
HealthUnion,202108,mobile,SDDisplay.NU1623Unbranded50.300,1,1,1,1,0,0
HealthUnion,202108,mobile,SDDisplay.NU1624UnbrandedSymp.300,1,1,1,1,0,0
HealthUnion,202108,mobile,SDDisplayAV.NU1559Branded.300,11,10,10,11,196,0.002268519
HealthUnion,202108,mobile,SDDisplayAV.NU1623Unbranded50.300,10,9,9,9,0,0
HealthUnion,202108,mobile,SDDisplayAV.NU1624UnbrandedSymp.300,5,5,5,5,74,0.000856481
HealthUnion,202108,mobile,SDDisplayAV.NU1624UnbrandedSymp.320,3,2,1,4,11,0.000127315
HealthUnion,202108,tablet,ConditionCenter.NU1559Branded.160,2,2,2,2,0,0
HealthUnion,202108,tablet,ConditionCenter.NU1559Branded.300,7,7,5,7,66,0.000763889
HealthUnion,202108,tablet,ConditionCenter.NU1623Unbranded50.300,1,1,1,1,0,0
HealthUnion,202108,tablet,ConditionCenter.NU1624UnbrandedSymp.160,3,2,2,3,0,0
HealthUnion,202108,tablet,ConditionCenter.NU1624UnbrandedSymp.300,6,4,3,12,1178,0.013634259
HealthUnion,202108,tablet,ConditionCenter.NU1624UnbrandedSymp.728,1,1,1,1,0,0
HealthUnion,202108,tablet,SDDisplay.NU1559Branded.160,1,1,1,1,0,0
HealthUnion,202108,tablet,SDDisplayAV.NU1559Branded.300,1,1,1,1,0,0
MediaIQ,202108,desktop,NU1795Crossix.NU1795.1,1,1,0,1,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1559Branded.160,4,4,4,70,306,0.003541667
MediaIQ,202108,desktop,SDPCrossixSegment.NU1559Branded.300,15,15,15,187,809,0.009363426
MediaIQ,202108,desktop,SDPCrossixSegment.NU1559Branded.728,4,4,4,70,337,0.003900463
MediaIQ,202108,desktop,SDPCrossixSegment.NU1623Unbranded50.160,4,4,4,4,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1623Unbranded50.300,3,3,3,3,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1623Unbranded50.728,5,5,5,6,2,2.31481E-05
MediaIQ,202108,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.160,1,1,0,1,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.300,4,4,4,4,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.320,11,11,11,11,0,0
MediaIQ,202108,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.728,5,5,5,5,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1559Branded.160,8,8,8,133,616,0.00712963
MediaIQ,202108,desktop,SDPSwoopSegment.NU1559Branded.300,11,10,10,103,432,0.005
MediaIQ,202108,desktop,SDPSwoopSegment.NU1559Branded.728,18,17,17,157,638,0.007384259
MediaIQ,202108,desktop,SDPSwoopSegment.NU1623Unbranded50.160,3,3,3,3,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1623Unbranded50.300,4,4,4,4,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1623Unbranded50.728,10,10,10,11,15,0.000173611
MediaIQ,202108,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.160,3,3,3,3,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.300,4,4,4,4,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.320,15,15,15,15,0,0
MediaIQ,202108,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.728,7,6,6,7,0,0
MediaIQ,202108,mobile,MiQSDPCrossixSegment.NU1624UnbrandedSymp.320,1,1,0,1,0,0
MediaIQ,202108,mobile,SDPCrossixSegment.NU1559Branded.300,7,7,7,7,0,0
MediaIQ,202108,mobile,SDPCrossixSegment.NU1623Unbranded50.300,16,14,14,17,105,0.001215278
MediaIQ,202108,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.300,8,8,8,8,0,0
MediaIQ,202108,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.320,234,187,187,270,6724,0.077824074
MediaIQ,202108,mobile,SDPSwoopSegment.NU1559Branded.300,17,13,13,18,1055,0.012210648
MediaIQ,202108,mobile,SDPSwoopSegment.NU1559Branded.728,6,6,6,8,0,0
MediaIQ,202108,mobile,SDPSwoopSegment.NU1623Unbranded50.300,6,6,6,6,0,0
MediaIQ,202108,mobile,SDPSwoopSegment.NU1623Unbranded50.728,4,3,3,4,0,0
MediaIQ,202108,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.300,10,9,9,10,0,0
MediaIQ,202108,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.320,153,138,136,158,1626,0.018819444
MediaIQ,202108,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.728,1,1,1,1,0,0
MediaIQ,202108,tablet,SDPCrossixSegment.NU1559Branded.160,1,1,1,1,0,0
MediaIQ,202108,tablet,SDPCrossixSegment.NU1559Branded.300,1,1,1,1,0,0
MediaIQ,202108,tablet,SDPCrossixSegment.NU1623Unbranded50.300,3,3,3,3,0,0
MediaIQ,202108,tablet,SDPCrossixSegment.NU1624UnbrandedSymp.320,9,9,9,10,35,0.000405093
MediaIQ,202108,tablet,SDPSwoopSegment.NU1559Branded.300,1,1,1,1,0,0
MediaIQ,202108,tablet,SDPSwoopSegment.NU1559Branded.728,13,11,11,13,0,0
MediaIQ,202108,tablet,SDPSwoopSegment.NU1623Unbranded50.300,1,1,1,1,0,0
MediaIQ,202108,tablet,SDPSwoopSegment.NU1623Unbranded50.728,5,3,3,5,0,0
MediaIQ,202108,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.300,4,4,4,5,1,1.15741E-05
MediaIQ,202108,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.320,4,4,4,4,0,0
MediaIQ,202108,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.728,7,7,7,8,10,0.000115741
Medicx,202108,desktop,SDPCustomCaregiver.NU1559Branded.160,41,41,41,311,2254,0.026087963
Medicx,202108,desktop,SDPCustomCaregiver.NU1559Branded.300,19,19,19,160,1270,0.014699074
Medicx,202108,desktop,SDPCustomCaregiver.NU1559Branded.728,39,30,30,340,2311,0.026747685
Medicx,202108,desktop,SDPCustomCaregiver.NU1623Unbranded50.160,14,14,14,15,27,0.0003125
Medicx,202108,desktop,SDPCustomCaregiver.NU1623Unbranded50.300,15,15,15,15,0,0
Medicx,202108,desktop,SDPCustomCaregiver.NU1623Unbranded50.728,14,13,13,16,31,0.000358796
Medicx,202108,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.160,14,14,14,17,208,0.002407407
Medicx,202108,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.300,18,18,18,19,27,0.0003125
Medicx,202108,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.320,16,16,16,16,0,0
Medicx,202108,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.728,13,13,13,13,0,0
Medicx,202108,desktop,SDPCustomPatient.NU1559Branded.160,22,22,22,162,1045,0.012094907
Medicx,202108,desktop,SDPCustomPatient.NU1559Branded.300,31,31,31,282,2215,0.025636574
Medicx,202108,desktop,SDPCustomPatient.NU1559Branded.728,21,21,21,303,1587,0.018368056
Medicx,202108,desktop,SDPCustomPatient.NU1623Unbranded50.160,11,11,11,13,54,0.000625
Medicx,202108,desktop,SDPCustomPatient.NU1623Unbranded50.300,10,10,10,10,0,0
Medicx,202108,desktop,SDPCustomPatient.NU1623Unbranded50.728,12,12,12,12,0,0
Medicx,202108,desktop,SDPCustomPatient.NU1624UnbrandedSymp.160,10,10,10,12,32,0.00037037
Medicx,202108,desktop,SDPCustomPatient.NU1624UnbrandedSymp.300,11,11,10,12,27,0.0003125
Medicx,202108,desktop,SDPCustomPatient.NU1624UnbrandedSymp.728,4,4,4,4,0,0
Medicx,202108,mobile,SDPCustomCaregiver.NU1559Branded.160,1,1,1,1,0,0
Medicx,202108,mobile,SDPCustomCaregiver.NU1559Branded.300,17,16,16,18,0,0
Medicx,202108,mobile,SDPCustomCaregiver.NU1559Branded.728,16,14,13,19,20,0.000231481
Medicx,202108,mobile,SDPCustomCaregiver.NU1623Unbranded50.300,19,17,17,23,101,0.001168981
Medicx,202108,mobile,SDPCustomCaregiver.NU1623Unbranded50.728,9,8,8,9,0,0
Medicx,202108,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.160,2,2,2,2,0,0
Medicx,202108,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.300,15,15,15,16,39,0.000451389
Medicx,202108,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.320,38,34,31,43,420,0.004861111
Medicx,202108,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.728,10,10,10,10,0,0
Medicx,202108,mobile,SDPCustomPatient.NU1559Branded.300,16,15,15,16,0,0
Medicx,202108,mobile,SDPCustomPatient.NU1559Branded.728,33,31,31,37,1755,0.0203125
Medicx,202108,mobile,SDPCustomPatient.NU1623Unbranded50.300,7,7,7,7,0,0
Medicx,202108,mobile,SDPCustomPatient.NU1623Unbranded50.728,21,14,13,17,29,0.000335648
Medicx,202108,mobile,SDPCustomPatient.NU1624UnbrandedSymp.300,17,16,16,21,3189,0.036909722
Medicx,202108,mobile,SDPCustomPatient.NU1624UnbrandedSymp.320,14,13,13,14,0,0
Medicx,202108,mobile,SDPCustomPatient.NU1624UnbrandedSymp.728,11,10,9,12,202,0.002337963
Medicx,202108,tablet,SDPCustomCaregiver.NU1559Branded.160,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomCaregiver.NU1559Branded.728,4,4,4,4,0,0
Medicx,202108,tablet,SDPCustomCaregiver.NU1623Unbranded50.160,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomCaregiver.NU1623Unbranded50.300,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.300,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomPatient.NU1623Unbranded50.160,1,1,1,1,7,8.10185E-05
Medicx,202108,tablet,SDPCustomPatient.NU1623Unbranded50.300,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomPatient.NU1623Unbranded50.728,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomPatient.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomPatient.NU1624UnbrandedSymp.300,1,1,1,1,0,0
Medicx,202108,tablet,SDPCustomPatient.NU1624UnbrandedSymp.320,1,1,1,1,0,0
MiQ,202108,desktop,MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728,1,1,1,1,0,0
MiQ,202108,mobile,MiQCrossixTargeting.SD_1623_v3_50.728,4,2,1,4,0,0
MiQ,202108,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.300,1,1,1,1,0,0
MiQ,202108,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,7,2,1,7,0,0
MiQ,202108,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728,1,1,0,1,0,0
MiQ,202108,mobile,MiQPredictTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728,1,1,1,1,0,0
MiQ,202108,tablet,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,1,1,1,1,0,0
ParkinsonsNewsToday,202108,desktop,PNT_ROS_Display.SD_1624_v3_Symptom.300,2,2,2,3,18,0.000208333
ParkinsonsNewsToday,202108,desktop,ROS.NU1559Branded.300,6,4,4,9,1305,0.015104167
ParkinsonsNewsToday,202108,desktop,ROS.NU1559Branded.728,15,14,11,17,987,0.011423611
ParkinsonsNewsToday,202108,desktop,ROS.NU1623Unbranded50.300,2,2,1,2,0,0
ParkinsonsNewsToday,202108,desktop,ROS.NU1623Unbranded50.728,12,8,7,15,4420,0.051157407
ParkinsonsNewsToday,202108,desktop,ROS.NU1624UnbrandedSymp.300,2,2,1,2,0,0
ParkinsonsNewsToday,202108,desktop,ROS.NU1624UnbrandedSymp.728,4,4,4,4,0,0
ParkinsonsNewsToday,202108,mobile,ROS.NU1559Branded.300,33,33,32,43,2344,0.02712963
ParkinsonsNewsToday,202108,mobile,ROS.NU1623Unbranded50.300,35,22,21,30,1613,0.018668981
ParkinsonsNewsToday,202108,mobile,ROS.NU1624UnbrandedSymp.300,15,14,14,17,1521,0.017604167
ParkinsonsNewsToday,202108,mobile,ROS.NU1624UnbrandedSymp.320,7,7,7,7,0,0
ParkinsonsNewsToday,202108,mobile,ROS.NU1624UnbrandedSymp.728,2,1,1,2,0,0
ParkinsonsNewsToday,202108,tablet,ROS.NU1559Branded.300,4,3,3,6,5,5.78704E-05
ParkinsonsNewsToday,202108,tablet,ROS.NU1623Unbranded50.300,2,2,2,2,0,0
ParkinsonsNewsToday,202108,tablet,ROS.NU1624UnbrandedSymp.300,2,2,2,2,0,0
